RaceName,AgeGroup,CountyName,Sex,participation,count
Caucasian,18-29,LIVINGSTON,F,E,29
Unknown,30-44,WAYNE,M,M,2
Caucasian,65+,VAN BUREN,M,M,2
Unknown,18-29,NEWAYGO,F,A,9
Hispanic,65+,EMMET,M,A,1
Unknown,18-29,MUSKEGON,M,A,3
Asian,30-44,ST. JOSEPH,M,P,1
Black,65+,WASHTENAW,M,M,1
Caucasian,30-44,KEWEENAW,M,E,4
Caucasian,45-64,ISABELLA,F,M,2
Unknown,45-64,ALGER,M,A,9
Black,65+,SHIAWASSEE,F,A,4
Black,45-64,LIVINGSTON,M,Y,1
Caucasian,30-44,KENT,M,P,32426
Caucasian,18-29,INGHAM,F,A,10298
Caucasian,18-29,MISSAUKEE,M,P,192
Caucasian,45-64,MASON,M,P,122
Caucasian,45-64,MONTMORENCY,M,P,74
Asian,45-64,BERRIEN,M,P,57
Unknown,45-64,KENT,F,P,789
Unknown,30-44,LENAWEE,M,P,67
Asian,45-64,JACKSON,F,A,5
Caucasian,45-64,KEWEENAW,M,A,6
Black,30-44,LENAWEE,M,E,1
Native American,30-44,MACOMB,F,P,36
Unknown,45-64,ST. JOSEPH,M,A,2
Hispanic,30-44,KENT,F,Y,10
Hispanic,45-64,HURON,F,P,1
Caucasian,65+,GOGEBIC,M,E,1
Unknown,18-29,OAKLAND,F,Y,1
Hispanic,30-44,MECOSTA,M,P,9
Caucasian,45-64,CHARLEVOIX,M,Y,1
Caucasian,45-64,NEWAYGO,M,E,1
Unknown,30-44,GRATIOT,F,P,9
Black,18-29,IOSCO,F,P,9
Caucasian,30-44,MACOMB,F,M,133
Caucasian,65+,ST. CLAIR,M,A,1178
Caucasian,30-44,GENESEE,M,A,4902
Caucasian,30-44,VAN BUREN,M,P,1639
Caucasian,65+,WAYNE,F,Y,58
Caucasian,45-64,MACOMB,F,E,36
Hispanic,18-29,INGHAM,F,P,1624
Caucasian,18-29,ST. CLAIR,M,P,4748
Caucasian,30-44,WASHTENAW,F,M,349
Caucasian,65+,KEWEENAW,F,A,19
Hispanic,65+,BAY,M,A,116
Caucasian,18-29,OGEMAW,F,P,240
Unknown,18-29,BRANCH,F,P,12
Caucasian,65+,WASHTENAW,M,M,18
Unknown,30-44,IONIA,M,A,16
Caucasian,30-44,CHARLEVOIX,M,E,2
Caucasian,65+,VAN BUREN,F,E,7
Unknown,30-44,SAGINAW,M,A,23
Unknown,30-44,BRANCH,F,A,16
Hispanic,18-29,SANILAC,F,P,27
Caucasian,18-29,SHIAWASSEE,M,M,1
Black,18-29,BRANCH,F,A,5
Unknown,45-64,GENESEE,F,M,46
Black,65+,WASHTENAW,M,Y,9
Unknown,45-64,IOSCO,M,A,4
Asian,45-64,SHIAWASSEE,F,P,9
Caucasian,45-64,KENT,F,P,3330
Caucasian,45-64,OAKLAND,F,P,38426
Hispanic,30-44,MACOMB,F,P,1478
Caucasian,30-44,WASHTENAW,F,P,10995
Caucasian,18-29,BAY,M,A,958
Caucasian,18-29,HILLSDALE,M,P,532
Caucasian,30-44,INGHAM,M,M,68
Caucasian,45-64,NEWAYGO,M,P,218
Asian,65+,OAKLAND,M,M,59
Caucasian,45-64,LEELANAU,F,E,1
Caucasian,30-44,MACOMB,F,Y,68
Hispanic,18-29,OCEANA,F,P,122
Caucasian,30-44,SCHOOLCRAFT,F,A,26
Hispanic,30-44,TUSCOLA,F,P,19
Unknown,30-44,WAYNE,F,M,12
Unknown,30-44,LENAWEE,M,A,8
Caucasian,45-64,OTTAWA,F,E,7
Caucasian,18-29,ISABELLA,M,Y,9
Black,45-64,NEWAYGO,M,A,1
Black,18-29,HILLSDALE,F,P,1
Native American,45-64,OAKLAND,M,E,1
Hispanic,18-29,TUSCOLA,M,A,9
Unknown,45-64,NEWAYGO,F,A,1
Unknown,45-64,MACKINAC,F,P,12
Black,30-44,MACOMB,M,M,38
Black,65+,BAY,M,E,1
Native American,45-64,TUSCOLA,M,A,1
Black,45-64,LUCE,M,P,9
Hispanic,65+,MASON,F,P,9
Caucasian,65+,MONTMORENCY,F,P,49
Asian,45-64,OAKLAND,M,P,6360
Caucasian,30-44,SHIAWASSEE,M,P,2146
Hispanic,45-64,OTTAWA,F,P,2207
Caucasian,30-44,NEWAYGO,F,A,458
Hispanic,30-44,NEWAYGO,M,P,137
Caucasian,45-64,OGEMAW,F,A,171
Unknown,65+,INGHAM,F,A,97
Caucasian,30-44,INGHAM,F,Y,98
Caucasian,45-64,KALKASKA,F,E,1
Hispanic,65+,TUSCOLA,M,A,4
Hispanic,18-29,MONROE,F,A,48
Hispanic,18-29,MASON,M,A,25
Unknown,45-64,ALLEGAN,M,A,13
Caucasian,45-64,IRON,F,M,1
Black,45-64,MACOMB,F,E,58
Caucasian,30-44,KENT,F,Y,68
Unknown,30-44,ST. JOSEPH,F,P,20
Asian,45-64,CLINTON,M,P,3
Black,45-64,TUSCOLA,F,P,1
Unknown,65+,ALLEGAN,F,P,13
Caucasian,65+,IRON,M,M,1
Caucasian,65+,ROSCOMMON,M,Y,1
Caucasian,18-29,MACOMB,U,P,52
Caucasian,45-64,ALPENA,F,Y,1
Caucasian,65+,OTTAWA,F,Y,2
Caucasian,45-64,CALHOUN,F,E,15
Caucasian,45-64,GLADWIN,M,E,1
Hispanic,30-44,HILLSDALE,F,P,10
Hispanic,18-29,HOUGHTON,M,P,10
Asian,65+,ANTRIM,M,P,9
Caucasian,45-64,OTSEGO,M,E,1
Hispanic,45-64,LENAWEE,F,Y,1
Caucasian,65+,GRATIOT,F,P,107
Caucasian,65+,OGEMAW,M,A,154
Unknown,18-29,WAYNE,M,P,2668
Caucasian,18-29,HURON,M,A,101
Unknown,18-29,INGHAM,M,A,274
Unknown,18-29,SAGINAW,M,P,70
Caucasian,18-29,MANISTEE,F,P,280
Hispanic,65+,GENESEE,M,A,193
Unknown,30-44,ISABELLA,F,A,78
Hispanic,18-29,LENAWEE,M,A,59
Unknown,45-64,BRANCH,M,P,25
Asian,65+,WASHTENAW,M,M,11
Caucasian,45-64,KEWEENAW,F,P,14
Black,45-64,BERRIEN,F,M,19
Caucasian,30-44,LENAWEE,F,E,4
Unknown,30-44,BARRY,M,P,1
Hispanic,30-44,MECOSTA,F,P,15
Caucasian,30-44,ISABELLA,M,Y,38
Unknown,65+,VAN BUREN,F,P,19
Caucasian,18-29,EATON,M,E,1
Unknown,45-64,IONIA,F,P,15
Unknown,30-44,INGHAM,M,Y,37
Black,65+,SAGINAW,F,Y,4
Hispanic,18-29,MENOMINEE,F,A,16
Hispanic,18-29,OAKLAND,F,Y,2
Native American,65+,GENESEE,F,P,4
Black,45-64,ISABELLA,M,E,1
Unknown,30-44,LEELANAU,F,P,19
Hispanic,30-44,VAN BUREN,M,E,1
Caucasian,45-64,OTSEGO,F,P,110
Black,30-44,OAKLAND,F,P,26296
Caucasian,30-44,ROSCOMMON,F,P,515
Caucasian,45-64,MARQUETTE,F,P,321
Caucasian,18-29,MONTCALM,M,P,959
Caucasian,18-29,BERRIEN,M,A,925
Caucasian,65+,CHARLEVOIX,F,P,78
Hispanic,30-44,MUSKEGON,M,A,211
Black,45-64,KALAMAZOO,M,A,1908
Caucasian,65+,MECOSTA,M,P,79
Caucasian,65+,MANISTEE,F,P,91
Black,30-44,WAYNE,F,E,417
Caucasian,45-64,ANTRIM,M,A,128
Hispanic,18-29,LIVINGSTON,M,P,91
Hispanic,18-29,ALLEGAN,M,A,251
Hispanic,65+,CALHOUN,F,P,79
Caucasian,45-64,KALKASKA,M,A,42
Black,65+,MUSKEGON,F,E,9
Unknown,65+,OTTAWA,F,A,61
Hispanic,18-29,LENAWEE,F,A,120
Hispanic,45-64,NEWAYGO,F,A,12
Asian,18-29,JACKSON,M,A,1
Hispanic,45-64,OCEANA,M,A,85
Caucasian,18-29,BERRIEN,U,A,16
Native American,45-64,OTSEGO,F,P,1
Black,65+,NEWAYGO,F,P,1
Hispanic,65+,WAYNE,F,E,16
Caucasian,30-44,LENAWEE,M,P,2939
Black,30-44,OAKLAND,M,A,34928
Caucasian,18-29,OAKLAND,F,P,23146
Caucasian,45-64,IONIA,M,A,252
Caucasian,18-29,SHIAWASSEE,F,A,663
Caucasian,45-64,BENZIE,F,A,203
Caucasian,45-64,MENOMINEE,F,A,89
Black,30-44,OAKLAND,M,M,81
Asian,18-29,EATON,M,A,33
Caucasian,65+,OSCODA,M,A,61
Hispanic,45-64,ALLEGAN,M,P,437
Unknown,18-29,MACOMB,F,P,1331
Caucasian,18-29,INGHAM,F,E,22
Caucasian,65+,WEXFORD,M,P,82
Black,45-64,WAYNE,M,Y,182
Black,45-64,IONIA,M,A,11
Asian,30-44,WAYNE,U,A,26
Black,65+,CASS,M,A,20
Unknown,65+,OAKLAND,M,E,7
Caucasian,18-29,KENT,M,M,24
Caucasian,18-29,LENAWEE,F,E,1
Asian,65+,GLADWIN,F,A,1
Caucasian,18-29,OAKLAND,U,A,34
Unknown,18-29,IONIA,M,A,9
Hispanic,30-44,MIDLAND,F,A,8
Caucasian,30-44,EATON,F,E,5
Unknown,65+,HILLSDALE,M,A,13
Asian,18-29,WASHTENAW,M,Y,18
Asian,30-44,SHIAWASSEE,M,P,9
Unknown,18-29,GRAND TRAVERSE,F,P,16
Unknown,45-64,MENOMINEE,M,A,16
Black,45-64,SAGINAW,M,E,19
Hispanic,18-29,DELTA,M,A,1
Caucasian,30-44,ST. CLAIR,F,A,3217
Black,30-44,SAGINAW,F,A,4553
Asian,18-29,MACOMB,M,A,2101
Caucasian,18-29,LENAWEE,M,P,1424
Caucasian,45-64,ISABELLA,F,P,348
Caucasian,65+,HURON,M,P,107
Caucasian,65+,MISSAUKEE,M,P,41
Caucasian,18-29,MECOSTA,F,P,832
Hispanic,65+,INGHAM,M,P,433
Caucasian,45-64,DICKINSON,F,A,154
Asian,18-29,INGHAM,M,P,292
Unknown,30-44,JACKSON,M,A,10
Unknown,30-44,JACKSON,F,P,76
Caucasian,45-64,LIVINGSTON,M,E,4
Hispanic,30-44,ARENAC,F,P,10
Black,45-64,MIDLAND,M,P,39
Caucasian,18-29,IRON,M,A,31
Black,18-29,CASS,F,P,28
Black,18-29,LENAWEE,F,P,13
Unknown,18-29,CASS,F,A,18
Hispanic,18-29,HILLSDALE,M,A,13
Caucasian,45-64,CLARE,M,E,1
Unknown,18-29,MIDLAND,M,P,25
Hispanic,30-44,MISSAUKEE,F,P,1
Caucasian,18-29,KEWEENAW,M,A,1
Unknown,65+,MARQUETTE,M,P,4
Asian,65+,HOUGHTON,F,P,1
Unknown,45-64,LAPEER,M,P,1
Native American,18-29,ALGER,F,A,1
Unknown,18-29,MECOSTA,M,A,4
Unknown,45-64,CHEBOYGAN,M,P,1
Unknown,45-64,INGHAM,M,A,442
Caucasian,45-64,ROSCOMMON,M,P,87
Black,18-29,KENT,F,A,3011
Caucasian,45-64,ALLEGAN,M,P,322
Caucasian,45-64,MONTCALM,M,A,228
Caucasian,65+,KENT,M,E,10
Caucasian,30-44,ANTRIM,F,A,308
Black,30-44,VAN BUREN,F,P,51
Native American,45-64,WAYNE,M,P,19
Unknown,45-64,GENESEE,M,A,403
Unknown,18-29,CLINTON,F,P,52
Asian,30-44,CHARLEVOIX,M,P,9
Hispanic,45-64,INGHAM,M,M,1
Black,45-64,KENT,F,Y,40
Caucasian,18-29,KALAMAZOO,F,Y,49
Black,45-64,OTTAWA,M,A,252
Black,65+,GENESEE,F,M,33
Black,18-29,CLINTON,M,A,88
Asian,65+,KALAMAZOO,M,P,86
Caucasian,18-29,OSCODA,F,A,19
Hispanic,30-44,OTTAWA,F,M,1
Hispanic,30-44,IONIA,M,A,22
Asian,18-29,MONROE,F,A,1
Caucasian,45-64,IONIA,M,E,3
Black,30-44,INGHAM,M,E,10
Unknown,45-64,SANILAC,F,A,4
Native American,30-44,ROSCOMMON,F,A,2
Black,45-64,WEXFORD,M,A,4
Black,45-64,GOGEBIC,M,A,4
Native American,30-44,WAYNE,M,A,1
Unknown,45-64,WAYNE,U,P,1
Hispanic,65+,LENAWEE,F,P,157
Caucasian,65+,MECOSTA,F,P,103
Caucasian,65+,BRANCH,M,A,95
Caucasian,45-64,MISSAUKEE,F,P,68
Caucasian,18-29,IOSCO,F,P,268
Caucasian,30-44,ARENAC,F,P,493
Black,45-64,ROSCOMMON,F,P,1
Caucasian,65+,KENT,F,Y,1
Hispanic,30-44,EATON,F,A,193
Hispanic,18-29,BERRIEN,F,P,340
Caucasian,30-44,HILLSDALE,M,A,154
Unknown,65+,OAKLAND,F,M,7
Asian,65+,MECOSTA,F,A,16
Caucasian,45-64,ALLEGAN,M,Y,2
Black,18-29,GRAND TRAVERSE,M,P,16
Caucasian,65+,EMMET,M,E,1
Unknown,45-64,JACKSON,M,P,17
Black,45-64,INGHAM,M,Y,5
Asian,45-64,HOUGHTON,M,A,4
Caucasian,65+,BRANCH,M,E,1
Caucasian,65+,KENT,M,A,2624
Caucasian,45-64,NEWAYGO,M,A,246
Caucasian,18-29,CALHOUN,F,P,3144
Caucasian,65+,MARQUETTE,M,P,123
Caucasian,65+,CALHOUN,M,A,709
Caucasian,45-64,GRATIOT,F,P,203
Black,65+,SAGINAW,F,P,787
Black,30-44,SAGINAW,F,P,6587
Hispanic,45-64,KALAMAZOO,F,A,320
Caucasian,30-44,BENZIE,M,M,1
Caucasian,65+,ALPENA,F,A,278
Unknown,18-29,SAGINAW,F,P,261
Caucasian,18-29,PRESQUE ISLE,M,A,60
Caucasian,30-44,CHARLEVOIX,M,A,306
Unknown,30-44,BENZIE,M,P,9
Hispanic,30-44,JACKSON,M,A,24
Black,30-44,MONROE,F,A,52
Black,45-64,WASHTENAW,F,Y,88
Caucasian,65+,LENAWEE,F,Y,9
Hispanic,30-44,KENT,M,M,19
Native American,18-29,ST. CLAIR,F,P,29
Caucasian,45-64,SHIAWASSEE,M,Y,1
Unknown,45-64,WEXFORD,F,P,1
Caucasian,18-29,ST. JOSEPH,F,M,1
Black,18-29,OTTAWA,F,Y,1
Black,45-64,MONTCALM,F,A,1
Hispanic,18-29,IOSCO,M,P,9
Caucasian,30-44,NEWAYGO,F,P,1636
Caucasian,45-64,ALPENA,F,E,5
Hispanic,30-44,SAGINAW,F,P,2398
Caucasian,65+,CLINTON,F,E,2
Caucasian,18-29,ST. JOSEPH,M,P,523
Unknown,45-64,WASHTENAW,M,P,648
Caucasian,30-44,IRON,F,P,300
Hispanic,18-29,SAGINAW,M,P,748
Unknown,18-29,CALHOUN,M,A,27
Black,18-29,ST. CLAIR,F,A,83
Asian,30-44,OAKLAND,M,E,55
Unknown,45-64,WAYNE,F,Y,3
Black,65+,WAYNE,F,E,81
Hispanic,30-44,CHARLEVOIX,M,A,2
Caucasian,65+,ALCONA,M,E,4
Asian,45-64,VAN BUREN,M,A,1
Hispanic,18-29,CHARLEVOIX,F,A,1
Black,45-64,GLADWIN,F,A,4
Caucasian,45-64,LAPEER,F,M,1
Black,45-64,CALHOUN,M,P,1661
Caucasian,30-44,CALHOUN,M,A,1345
Unknown,30-44,WASHTENAW,F,P,1015
Black,65+,GENESEE,M,A,2520
Caucasian,65+,GRAND TRAVERSE,M,P,146
Caucasian,65+,OTTAWA,F,A,2137
Hispanic,18-29,OTTAWA,F,A,1798
Hispanic,30-44,GENESEE,M,P,846
Hispanic,18-29,WASHTENAW,F,A,1953
Caucasian,65+,IOSCO,M,P,98
Hispanic,65+,MONROE,F,A,60
Caucasian,45-64,ISABELLA,F,A,393
Caucasian,45-64,OAKLAND,M,E,340
Black,30-44,SAGINAW,M,A,2602
Caucasian,30-44,OTSEGO,M,P,672
Caucasian,45-64,MONTCALM,M,P,212
Caucasian,18-29,INGHAM,U,A,6
Caucasian,65+,ALCONA,F,P,71
Hispanic,30-44,LIVINGSTON,M,P,100
Caucasian,45-64,HILLSDALE,M,P,98
Black,65+,OAKLAND,M,Y,31
Hispanic,65+,ALLEGAN,F,P,36
Black,30-44,KALAMAZOO,F,E,17
Black,65+,JACKSON,F,P,66
Caucasian,30-44,ALCONA,M,A,3
Asian,65+,KALAMAZOO,F,E,1
Hispanic,45-64,WEXFORD,M,P,26
Caucasian,65+,INGHAM,M,M,6
Black,30-44,MACOMB,M,Y,20
Hispanic,45-64,MIDLAND,F,A,4
Caucasian,45-64,LAKE,F,M,1
Caucasian,65+,MARQUETTE,M,E,2
Unknown,18-29,BRANCH,F,A,17
Hispanic,45-64,TUSCOLA,F,A,2
Black,45-64,HILLSDALE,M,P,1
Unknown,30-44,OAKLAND,M,Y,1
Caucasian,30-44,PRESQUE ISLE,F,M,4
Black,45-64,SAGINAW,F,A,5143
Caucasian,18-29,BERRIEN,F,P,1912
Caucasian,45-64,OTTAWA,F,A,1863
Caucasian,45-64,ALLEGAN,F,P,440
Caucasian,45-64,IONIA,M,P,304
Asian,45-64,ISABELLA,M,P,18
Black,65+,CALHOUN,F,A,406
Unknown,18-29,ISABELLA,F,A,39
Caucasian,65+,ARENAC,F,P,95
Caucasian,65+,CLARE,M,A,189
Hispanic,45-64,WASHTENAW,M,P,853
Unknown,45-64,ISABELLA,M,P,51
Caucasian,18-29,IOSCO,M,A,65
Hispanic,18-29,VAN BUREN,F,P,323
Unknown,18-29,OTTAWA,M,P,245
Caucasian,30-44,IOSCO,M,A,119
Caucasian,45-64,PRESQUE ISLE,F,A,87
Black,30-44,BENZIE,M,A,16
Caucasian,65+,GENESEE,F,E,20
Caucasian,65+,MACOMB,M,E,25
Unknown,45-64,GRATIOT,F,P,28
Unknown,18-29,GRAND TRAVERSE,F,Y,9
Unknown,30-44,CLINTON,M,A,9
Hispanic,18-29,JACKSON,F,P,34
Asian,18-29,CHIPPEWA,F,A,1
Unknown,45-64,LENAWEE,F,M,1
Unknown,30-44,BRANCH,M,P,51
Black,45-64,CHARLEVOIX,F,P,16
Hispanic,45-64,HILLSDALE,F,A,1
Native American,18-29,MACOMB,F,A,1
Caucasian,30-44,LENAWEE,M,M,2
Unknown,30-44,OTSEGO,F,A,2
Black,45-64,BARRY,F,E,1
Black,30-44,OGEMAW,M,P,1
Caucasian,65+,CLINTON,M,Y,1
Black,30-44,MIDLAND,F,A,20
Hispanic,45-64,CHARLEVOIX,M,A,9
Caucasian,45-64,JACKSON,M,A,695
Caucasian,65+,GENESEE,F,A,5541
Caucasian,30-44,DICKINSON,F,P,871
Caucasian,18-29,GENESEE,F,P,9565
Caucasian,30-44,SHIAWASSEE,F,P,2667
Caucasian,65+,CASS,M,P,86
Caucasian,65+,TUSCOLA,M,P,163
Caucasian,65+,OGEMAW,F,P,107
Caucasian,45-64,CLINTON,F,A,841
Caucasian,65+,MACOMB,M,M,7
Asian,45-64,WASHTENAW,F,A,2380
Hispanic,65+,ST. CLAIR,M,A,59
Caucasian,65+,OAKLAND,M,M,295
Hispanic,18-29,ST. CLAIR,F,A,152
Caucasian,45-64,BARAGA,M,P,11
Asian,45-64,SAGINAW,F,A,80
Caucasian,30-44,ARENAC,M,A,97
Asian,30-44,WAYNE,F,Y,7
Unknown,45-64,LENAWEE,M,P,31
Caucasian,30-44,CASS,F,E,2
Asian,30-44,KENT,M,M,11
Black,65+,GRATIOT,M,A,2
Hispanic,45-64,WASHTENAW,M,E,1
Caucasian,30-44,EATON,M,M,6
Black,18-29,WAYNE,F,M,1
Hispanic,45-64,MONROE,F,P,118
Caucasian,30-44,MASON,M,M,9
Black,30-44,LIVINGSTON,M,P,28
Asian,65+,ST. CLAIR,F,A,6
Caucasian,65+,KALAMAZOO,M,Y,4
Black,18-29,LAPEER,F,P,12
Caucasian,65+,BRANCH,F,E,1
Caucasian,65+,GRAND TRAVERSE,M,E,2
Asian,18-29,LENAWEE,F,A,4
Caucasian,18-29,ARENAC,F,E,9
Asian,45-64,JACKSON,M,A,4
Caucasian,45-64,MANISTEE,F,M,1
Black,18-29,OAKLAND,U,A,17
Black,18-29,TUSCOLA,M,P,1
Native American,18-29,MUSKEGON,F,A,1
Caucasian,18-29,OAKLAND,F,A,64863
Caucasian,18-29,NEWAYGO,F,P,864
Caucasian,45-64,MIDLAND,F,A,618
Hispanic,18-29,OAKLAND,M,A,1180
Caucasian,65+,IOSCO,F,A,372
Caucasian,45-64,MONTMORENCY,F,P,56
Hispanic,30-44,BAY,F,P,684
Caucasian,30-44,ST. JOSEPH,F,A,457
Caucasian,18-29,DICKINSON,F,P,315
Caucasian,18-29,SANILAC,M,A,153
Caucasian,45-64,HOUGHTON,F,A,181
Caucasian,45-64,KALAMAZOO,F,M,10
Caucasian,30-44,KALKASKA,M,P,434
Caucasian,65+,ONTONAGON,M,P,20
Asian,65+,KENT,F,P,132
Caucasian,18-29,BRANCH,F,P,447
Black,30-44,EATON,F,A,640
Asian,65+,WASHTENAW,M,Y,1
Black,45-64,IONIA,M,P,92
Black,65+,BARAGA,F,A,13
Unknown,45-64,OTTAWA,F,P,240
Caucasian,45-64,MACKINAC,F,M,1
Hispanic,18-29,LIVINGSTON,F,P,56
Caucasian,65+,VAN BUREN,M,Y,6
Asian,65+,OTTAWA,M,P,10
Unknown,65+,IONIA,F,P,9
Black,45-64,ALCONA,F,A,1
Caucasian,30-44,MIDLAND,F,E,6
Black,18-29,OAKLAND,M,M,19
Hispanic,18-29,LAPEER,F,A,89
Hispanic,30-44,CHARLEVOIX,F,P,9
Asian,65+,GRATIOT,M,P,1
Unknown,65+,MENOMINEE,M,P,9
Black,18-29,MONTCALM,F,P,2
Caucasian,65+,GRAND TRAVERSE,F,Y,2
Hispanic,18-29,ST. CLAIR,M,A,66
Unknown,30-44,MACOMB,F,Y,1
Caucasian,65+,ALPENA,M,Y,10
Caucasian,30-44,OTSEGO,M,E,1
Black,30-44,INGHAM,M,Y,2
Unknown,30-44,SANILAC,M,P,9
Hispanic,18-29,WEXFORD,F,P,1
Caucasian,30-44,MISSAUKEE,M,A,57
Black,65+,WAYNE,F,A,46304
Caucasian,65+,GENESEE,M,A,2526
Black,45-64,KENT,F,P,7388
Hispanic,45-64,WAYNE,F,A,4028
Caucasian,45-64,CHARLEVOIX,F,A,313
Caucasian,45-64,LENAWEE,M,A,541
Caucasian,30-44,BARRY,M,A,355
Caucasian,18-29,MIDLAND,M,A,720
Caucasian,65+,PRESQUE ISLE,M,A,64
Caucasian,65+,MENOMINEE,M,A,76
Caucasian,30-44,MECOSTA,F,A,362
Caucasian,45-64,LIVINGSTON,F,E,12
Unknown,30-44,INGHAM,M,P,831
Caucasian,65+,KALKASKA,M,P,55
Caucasian,30-44,EMMET,F,A,548
Caucasian,45-64,IOSCO,M,P,81
Caucasian,30-44,ALCONA,F,P,248
Unknown,30-44,BAY,F,P,112
Hispanic,30-44,MARQUETTE,F,A,4
Hispanic,18-29,MECOSTA,F,P,38
Asian,30-44,CLINTON,M,P,30
Caucasian,65+,INGHAM,M,Y,4
Native American,45-64,MACOMB,M,A,1
Native American,18-29,KALAMAZOO,M,A,1
Caucasian,18-29,MARQUETTE,M,M,10
Hispanic,30-44,DELTA,F,A,1
Caucasian,30-44,MIDLAND,M,Y,15
Black,18-29,NEWAYGO,F,P,26
Asian,30-44,VAN BUREN,M,A,2
Asian,65+,EATON,M,A,42
Hispanic,18-29,OTTAWA,M,M,2
Asian,30-44,INGHAM,M,E,1
Hispanic,45-64,ALGER,M,P,9
Black,18-29,NEWAYGO,M,A,1
Unknown,65+,EMMET,F,P,1
Caucasian,18-29,EMMET,M,M,1
Caucasian,30-44,GLADWIN,M,A,94
Black,65+,WASHTENAW,F,P,622
Caucasian,30-44,INGHAM,M,A,7476
Unknown,30-44,OAKLAND,M,P,1460
Hispanic,30-44,KENT,M,P,5116
Black,18-29,KALAMAZOO,M,P,1440
Black,30-44,KALAMAZOO,M,A,1740
Caucasian,65+,DELTA,M,A,157
Black,30-44,OTTAWA,F,A,347
Unknown,30-44,MONROE,F,P,66
Hispanic,45-64,SAGINAW,F,A,1286
Hispanic,30-44,GENESEE,F,A,468
Caucasian,45-64,EMMET,F,A,271
Black,18-29,KALAMAZOO,M,A,960
Caucasian,30-44,OCEANA,M,P,309
Black,30-44,ST. JOSEPH,F,P,71
Caucasian,30-44,GRAND TRAVERSE,F,E,5
Unknown,18-29,MUSKEGON,M,P,175
Hispanic,18-29,CASS,F,P,71
Caucasian,65+,HILLSDALE,F,E,6
Black,45-64,LENAWEE,F,P,88
Black,18-29,BARAGA,M,P,26
Hispanic,45-64,MIDLAND,M,A,1
Unknown,45-64,BERRIEN,F,P,148
Caucasian,30-44,CLARE,F,Y,1
Black,30-44,BARAGA,F,A,11
Hispanic,18-29,NEWAYGO,M,P,65
Hispanic,18-29,EATON,M,A,88
Hispanic,18-29,WASHTENAW,F,E,17
Asian,18-29,LIVINGSTON,M,P,1
Unknown,65+,BAY,M,P,9
Unknown,30-44,TUSCOLA,F,A,1
Native American,30-44,SANILAC,F,P,1
Asian,45-64,GRATIOT,M,P,1
Black,18-29,MANISTEE,M,P,16
Caucasian,65+,CASS,M,M,1
Caucasian,30-44,MUSKEGON,F,P,6166
Caucasian,30-44,MARQUETTE,F,P,3242
Caucasian,45-64,MANISTEE,F,A,222
Asian,30-44,OTTAWA,M,P,290
Caucasian,30-44,PRESQUE ISLE,M,A,25
Black,18-29,GRAND TRAVERSE,F,P,12
Hispanic,65+,OCEANA,M,A,22
Unknown,30-44,OAKLAND,M,E,7
Caucasian,65+,VAN BUREN,M,E,4
Black,45-64,ALPENA,M,A,1
Asian,65+,MACOMB,F,M,9
Unknown,30-44,HILLSDALE,M,P,18
Caucasian,45-64,MONTCALM,M,E,1
Unknown,30-44,LUCE,M,P,9
Unknown,30-44,MASON,F,P,9
Unknown,45-64,MIDLAND,F,P,9
Unknown,18-29,KALKASKA,M,P,9
Unknown,18-29,GRAND TRAVERSE,F,A,26
Black,18-29,EATON,F,Y,1
Black,65+,BRANCH,M,P,1
Unknown,30-44,LAPEER,M,P,1
Black,65+,GENESEE,M,M,1
Unknown,45-64,TUSCOLA,F,A,1
Caucasian,18-29,WAYNE,F,P,41586
Caucasian,18-29,GRAND TRAVERSE,M,P,1306
Unknown,45-64,MONROE,M,P,12
Black,18-29,WAYNE,F,A,33456
Caucasian,18-29,MACOMB,F,A,28063
Caucasian,65+,CLINTON,M,A,372
Asian,45-64,WAYNE,M,A,8242
Unknown,18-29,OAKLAND,F,A,2476
Asian,30-44,BERRIEN,M,P,57
Caucasian,65+,ANTRIM,M,A,252
Native American,45-64,ST. JOSEPH,M,A,1
Caucasian,65+,ANTRIM,M,P,77
Caucasian,30-44,BENZIE,M,A,236
Unknown,65+,WAYNE,M,P,1099
Hispanic,18-29,GRAND TRAVERSE,M,P,30
Hispanic,45-64,JACKSON,F,P,142
Black,30-44,LAKE,F,P,5
Black,30-44,CASS,M,A,5
Caucasian,30-44,JACKSON,M,Y,4
Hispanic,65+,CLINTON,M,A,7
Caucasian,18-29,MASON,M,A,127
Black,18-29,ALLEGAN,F,P,63
Asian,30-44,CLINTON,F,A,21
Hispanic,30-44,CLINTON,F,A,68
Black,30-44,WASHTENAW,F,M,52
Caucasian,45-64,EATON,M,Y,1
Caucasian,30-44,OSCODA,M,M,1
Caucasian,45-64,SAGINAW,F,Y,14
Caucasian,30-44,WAYNE,U,P,13
Black,45-64,KENT,M,M,2
Hispanic,45-64,NEWAYGO,M,M,1
Asian,45-64,BAY,F,A,2
Unknown,45-64,CHIPPEWA,F,A,11
Asian,45-64,HILLSDALE,M,A,16
Asian,45-64,ST. CLAIR,F,A,21
Hispanic,65+,OSCEOLA,M,P,10
Black,18-29,SHIAWASSEE,F,A,1
Asian,30-44,WAYNE,F,A,4744
Unknown,45-64,KENT,F,A,764
Black,18-29,CLINTON,F,P,121
Unknown,65+,KALAMAZOO,F,A,175
Black,30-44,JACKSON,F,A,295
Black,45-64,TUSCOLA,M,P,9
